//ID	File	Name	Image Name	Flag	ObjTypeID	Dummy	Dummy 2	1?	2?	3?	4?
584	zhaohuan.par	ÕÙ»½	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
585	fzr.par	·çÖ®ÈĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
586	huoqius2.par	»ğÇòÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
587	huoqiuf2.par	»ğÇòÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
588	bingqius.par	±ùÇòÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
589	bingqiuf.par	±ùÇòÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
590	fzrmz.par	·çÖ®ÈĞÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
591	ttdan.par	¾«Áéµ°	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
592	qingbao.par	Çé±¨ÎÄ¼ş	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
593	baiyang.par	°×Ñò	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
594	jinniu.par	½ğÅ£×ù	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
595	shuangzi.par	Ë«×Ó×ù	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
596	juxie.par	¾ŞĞ·×ù	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
597	shizi.par	Ê¨×Ó	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
598	chunv.par	´¦Å®	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
599	tianping.par	ÌìÆ½	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
600	tianxie.par	ÌìĞ«	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
601	sheshou.par	ÉäÊÖ	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
602	shanyang.par	Ä¦ôÉ	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
603	shuiping.par	Ë®Æ¿	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
604	shuangyu.par	Ë«Óã	º£ÀË	1	0	0	-1	3	0.0	0.0	-1.0
605	nvshen.par	Å®ÉñÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
606	chibangjy.par	ÍõÕßÖ®Òí	º£ÀË	1	0	24	-1	0	0.0	0.0	-1.0
607	flag.par	º£µÁÆì	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
608	guihuo.par	¹í»ğ	º£ÀË	1	0	0	-1	0	1.0	0.0	-1.0
609	jjchy01.par	¾º¼¼³¡»ğÑ×	»ğÑæ	0	0	1	-1	1	1.0	0.0	-1.0
610	angellts.par	Á¦ÌìÊ¹Ö®Òí	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
611	angeldlts.par	‰™ÂäÌìÊ¹Ö®Òí	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
612	angelqts.par	™àÌìÊ¹Ö®Òí	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
613	angelzts.par	Ö÷ÌìÊ¹Ö®Òí	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
614	angelzzts.par	×ùÌìÊ¹Ö®Òí	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
800	icedragonready01.par	Ğ¡±ùÁú±ù¶³	º£ÀË	1	0	1	-1	0	1.0	0.0	-1.0
801	icedragonready02.par	±ùÁúÉÈĞÎÀäÆø¹¥»	º£ÀË	1	0	1	-1	0	1.0	0.0	-1.0
802	sd.par	Ä¾Ê¬·¨ÍõÊ¬¶¾	º£ÀË	1	0	1	-1	0	1.0	0.0	-1.0
803	lx.par	ºÚÁúÁúÏ¢	º£ÀË	1	0	1	-1	0	1.0	0.0	-1.0
804	ly.par	ºÚÁúÁúÒí	º£ÀË	1	0	1	-1	0	1.0	0.0	-1.0
805	xzsb1.par	»úĞµ¾Ş±ø1	º£ÀË	1	0	0	-1	0	1.0	0.0	-1.0
806	xzsb2.par	»úĞµ¾Ş±ø2	º£ÀË	1	0	0	-1	0	1.0	0.0	-1.0
807	mhcx.par	÷È»ó³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
808	hld.par	ÁúÃ÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
809	sun.par	Ì«Ñô±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
810	cloud.par	ÒõÌì±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
811	snowface.par	Ñ©±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
812	starface.par	ĞÇ±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
813	rain.par	Óê±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
814	cnsun.par	¶àÔÆ±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
815	kulouface.par	÷¼÷Ã±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
816	caihong.par	²Êºç±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
817	angelface.par	ÌìÊ¹±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
818	devilface.par	¶ñÄ§±íÇé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
820	fjl801.par	8ÔÂ¾«Áé1	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
821	fjl802.par	8ÔÂ¾«Áé2	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
822	fjl803.par	8ÔÂ¾«Áé3	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
823	fjl804.par	8ÔÂ¾«Áé4	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
824	fcb01.par	8ÔÂ³á°ò1	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
825	fcb02.par	8ÔÂ³á°ò2	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
826	fcb03.par	8ÔÂ³á°ò3	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
827	fcb04.par	8ÔÂ³á°ò4	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
828	ftiger1.par	ÀÏ»¢»úÆÕÍ¨ÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
829	ftiger2.par	ÀÏ»¢»ú´ó½±ÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
830	fzdabian.par	´ó±ãÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
831	fzduanku.par	¶Ì¿ãÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
832	fzxiongzhao.par	ĞØÕÖÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
833	fzqian.par	ÂäÇ®ÌØĞ§	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
834	fzzi1.par	ÎÒÊÇ°×³Õ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
835	fzzi2.par	¶¼À´±ÉÊÓÎÒ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
836	fzzi3.par	ÎÒÊÇÆ­×Ó	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
837	fzzi4.par	¼û¹ıÎÒÕâÃ´ÉµµÄÂ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
838	yanhuoju.par	ÑÌ»¨¾Õ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
839	yanhuox.par	ÑÌ»¨x	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
840	xiaohua.par	ÊÖÄÃÑÌ»¨	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
880	binghuan.par	±ù»·	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
881	bdicess.par	Ğ¡ºÚÁú»¢Ğ¥ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
882	bdiceaa.par	Ğ¡ºÚÁú»¢Ğ¥ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
883	bdlightss.par	Ğ¡ºÚÁúÀ×»÷ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
885	bdlightaa.par	Ğ¡ºÚÁúÀ×»÷ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
886	bdwindss.par	Ğ¡ºÚÁú»ÃÓ°Õ¶ÊÍ·	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
887	bdlightaft.par	Ğ¡ºÚÁúÀ×»÷³ÖĞø	º£ÀË	0	0	0	-1	1	1.0	0.0	-1.0
888	bdwindaa.par	Ğ¡ºÚÁú»ÃÓ°Õ¶ÃüÖ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
889	zzfbfs.par	ºÚÁúÑ×ÇòÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
891	zzfbfa.par	ºÚÁúÑ×ÇòÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
892	zzfbfat.par	ºÚÁúÑ×ÇòµØÃæ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
893	bdsummon.par	ºÚÁúÕÙ»½	º£ÀË	0	0	0	-1	1	1.0	0.0	-1.0
894	bdiceaft.par	Ğ¡ºÚÁú»¢Ğ¥³ÖĞø	º£ÀË	0	0	0	-1	1	1.0	0.0	-1.0
895	aoyunhuoju.par	»ğÑæ	º£ÀË	0	0	0	-1	0	0.0	0.0	-1.0
900	fcansmoke2.par	È¼ÉÕµ¯³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
901	fshock1.par	»÷ÔÎÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
902	fshocka1.par	»÷ÔÎÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
903	flaserss.par	¼¤¹âÊøÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
904	flaseraa.par	¼¤¹âÊøÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
905	fguns1.par	»ğÇ¹ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
906	fsummon.par	ÕÙ»½ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
907	fblowupaa.par	Ô¶³Ì±¬ÆÆÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
908	fsmokeaa.par	ÑÌÎí¹¥»÷ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
909	fgunaa.par	»ğÇ¹ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
910	fboness.par	÷¼÷Ã²øÉíÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
911	fflashss.par	ÒìÁéÒÆ¶¯	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
912	fshieldss.par	÷¼÷Ã»¤¶Ü	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
913	fslashss.par	ÂÒ¿³	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
914	fbellowss.par	Å­ºğ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
915	fjestss.par	³°Ğ¦	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
916	fbloodaa.par	×çÖäÖ®ÑªÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
917	fmoonss.par	ÔÂ¹â»Ö¸´	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
918	fspireaa.par	ĞıÎĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
919	fboomerff.par	Õ¨µ¯Í¶ÖÀÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
920	fbloodhh.par	×çÖäÖ®Ñª³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
921	fbonehh.par	÷¼÷Ã²øÉí³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
922	fspeedhh.par	¼ÓËÙ³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
923	fdeathaa.par	Ğ°¶ñ¹¥»÷ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
924	fwateraa.par	Ë®¼ıÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
925	fbloodss.par	×çÖäÖ®ÑªÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
926	fjesthh.par	³°Ğ¦³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
927	bloods.par	Ğ¬×Ó·ÉÑª	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
928	snball.par	Ğ¡Ñ©ÇòÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
929	ximota.par	ÎüÄ§ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
930	shzhan.par	º£¾üÊØ»¤Õ¶ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
931	hdzhan.par	º£µÁÊØ»¤Õ¶ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
932	shihua.par	Ê¯»¯ÃüÖĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
933	shihuaf.par	Ê¯»¯ÊÍ·Å	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
934	cangying.par	²ÔÓ¬	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
935	shensheng.par	ÉñÊ¥ÉóÅĞ	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
936	youling.par	±³ºóÁé	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
937	laji.par	ÒâÄî	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
938	bsj.par	°ÙÊŞ»÷	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
939	wyzhan.par	ÎŞÓ°Õ¶	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
940	hamhamha.par	¹şÃÜ¹şÃÜ¹ş	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
941	shzhanfs.par	º£¾üÕ¶	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
942	hdzhanfs.par	º£µÁÕ¶	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
943	binghuans.par	±ù³ÖĞø	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
944	zhuanzhi.par	×ªÖ°³É¹¦	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
945	eidolon1.par	À×Ïµ¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
946	dianqiu.par	¾«ÁéµçÇò	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
947	eidolon2.par	¹âÏµ¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
948	eidolon3.par	°µÏµ¾«Áé	º£ÀË	1	0	0	-1	0	0.0	0.0	-1.0
949	00000008.par	Ãµ¹å»¨10S	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
950	00000009.par	Ãµ¹å»¨2S	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
951	00000010.par	¿×Ã÷µÆ10S	º£ÀË	0	0	0	-1	0	1.0	0.0	-1.0
3000	jf004.par	·¨ÕÈÔöÒæÍ·1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3001	jf003.par	·¨ÕÈÔöÒæÍ·2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3002	jf002.par	·¨ÕÈÔöÒæÍ·3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3003	jf001.par	·¨ÕÈÔöÒæÍ·4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3010	jf000.par	·¨ÕÈÔöÒæ»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3011	jf000.par	·¨ÕÈÔöÒæ»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3012	jf000.par	·¨ÕÈÔöÒæ»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3013	jf006.par	·¨ÕÈÔöÒæ»·ÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3020	jf000.par	·¨ÕÈÔöÒæÉíÌå¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3021	jf005.par	·¨ÕÈÔöÒæÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3022	jf005.par	·¨ÕÈÔöÒæÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3023	jf005.par	·¨ÕÈÔöÒæÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3030	jb01.par	¾Ş½£¹¥»÷1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3031	jb02.par	¾Ş½£¹¥»÷2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3032	jb03.par	¾Ş½£¹¥»÷3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3033	jb04.par	¾Ş½£¹¥»÷4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3040	jj01.par	µ¥ÊÖ½£¹¥»÷1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3041	jj02.par	µ¥ÊÖ½£¹¥»÷2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3042	jj03.par	µ¥ÊÖ½£¹¥»÷3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3043	jj04.par	µ¥ÊÖ½£¹¥»÷4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3050	js01.par	Ø°Ê×¹¥»÷1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3051	js02.par	Ø°Ê×¹¥»÷2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3052	js03.par	Ø°Ê×¹¥»÷3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3053	js04.par	Ø°Ê×¹¥»÷4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3060	jg01.par	Ç¹¹¥»÷ÉíÌå1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3061	jg01.par	Ç¹¹¥»÷ÉíÌå2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3062	jg02.par	Ç¹¹¥»÷ÉíÌå3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3063	jg03.par	Ç¹¹¥»÷ÉíÌå4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3070	jg04.par	Ç¹¹¥»÷Í·1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3071	jg05.par	Ç¹¹¥»÷Í·2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3072	jg06.par	Ç¹¹¥»÷Í·3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3073	jg06.par	Ç¹¹¥»÷Í·4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3080	jfb004.par	·¨ÕÈ·ÀÓùÍ·1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3081	jfb003.par	·¨ÕÈ·ÀÓùÍ·2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3082	jfb002.par	·¨ÕÈ·ÀÓùÍ·3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3083	jfb001.par	·¨ÕÈ·ÀÓùÍ·4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3090	jf000.par	·¨ÕÈ·ÀÓù»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3091	jf000.par	·¨ÕÈ·ÀÓù»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3092	jf000.par	·¨ÕÈ·ÀÓù»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3093	jf006.par	·¨ÕÈ·ÀÓù»·ÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3100	jf000.par	·¨ÕÈ·ÀÓùÉíÌå¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3101	jfb005.par	·¨ÕÈ·ÀÓùÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3102	jfb005.par	·¨ÕÈ·ÀÓùÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3103	jfb005.par	·¨ÕÈ·ÀÓùÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3110	jfr004.par	·¨ÕÈ¹¥»÷Í·1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3111	jfr003.par	·¨ÕÈ¹¥»÷Í·2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3112	jfr002.par	·¨ÕÈ¹¥»÷Í·3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3113	jfr001.par	·¨ÕÈ¹¥»÷Í·4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3120	jf000.par	·¨ÕÈ¹¥»÷»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3121	jf000.par	·¨ÕÈ¹¥»÷»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3122	jf000.par	·¨ÕÈ¹¥»÷»·¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3123	jf006.par	·¨ÕÈ¹¥»÷»·ÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3130	jf000.par	·¨ÕÈ¹¥»÷ÉíÌå¿Õ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3131	jfr005.par	·¨ÕÈ¹¥»÷ÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3132	jfr005.par	·¨ÕÈ¹¥»÷ÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3133	jfr005.par	·¨ÕÈ¹¥»÷ÉíÌåÓĞ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3140	jby01.par	¾Ş½£ÔöÒæ1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3141	jby02.par	¾Ş½£ÔöÒæ2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3142	jby03.par	¾Ş½£ÔöÒæ3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3143	jby04.par	¾Ş½£ÔöÒæ4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3150	jjy01.par	µ¥ÊÖ½£ÔöÒæ1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3151	jjy02.par	µ¥ÊÖ½£ÔöÒæ2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3152	jjy03.par	µ¥ÊÖ½£ÔöÒæ3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3153	jjy04.par	µ¥ÊÖ½£ÔöÒæ4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3160	jsy01.par	Ø°Ê×ÔöÒæ1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3161	jsy02.par	Ø°Ê×ÔöÒæ2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3162	jsy03.par	Ø°Ê×ÔöÒæ3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3163	jsy04.par	Ø°Ê×ÔöÒæ4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3170	jbb01.par	¾Ş½£·ÀÓù1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3171	jbb02.par	¾Ş½£·ÀÓù2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3172	jbb03.par	¾Ş½£·ÀÓù3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3173	jbb04.par	¾Ş½£·ÀÓù4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3180	jjb01.par	µ¥ÊÖ½£·ÀÓù1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3181	jjb02.par	µ¥ÊÖ½£·ÀÓù2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3182	jjb03.par	µ¥ÊÖ½£·ÀÓù3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3183	jjb04.par	µ¥ÊÖ½£·ÀÓù4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3184	jjb05.par	µ¥ÊÖ½£·ÀÓù4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3190	jsb01.par	Ø°Ê×·ÀÓù1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3191	jsb02.par	Ø°Ê×·ÀÓù2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3192	jsb03.par	Ø°Ê×·ÀÓù3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3193	jsb04.par	Ø°Ê×·ÀÓù4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3200	jgb01.par	Ç¹·ÀÓùÉíÌå1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3201	jgb01.par	Ç¹·ÀÓùÉíÌå2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3202	jgb02.par	Ç¹·ÀÓùÉíÌå3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3203	jgb03.par	Ç¹·ÀÓùÉíÌå4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3210	jgb04.par	Ç¹·ÀÓùÍ·1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3211	jgb05.par	Ç¹·ÀÓùÍ·2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3212	jgb06.par	Ç¹·ÀÓùÍ·3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3213	jgb06.par	Ç¹·ÀÓùÍ·4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3220	jgy01.par	Ç¹ÔöÒæÉíÌå1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3221	jgy01.par	Ç¹ÔöÒæÉíÌå2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3222	jgy02.par	Ç¹ÔöÒæÉíÌå3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3223	jgy03.par	Ç¹ÔöÒæÉíÌå4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3230	jgy04.par	Ç¹ÔöÒæÍ·1	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3231	jgy05.par	Ç¹ÔöÒæÍ·2	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3232	jgy06.par	Ç¹ÔöÒæÍ·3	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3233	jgy06.par	Ç¹ÔöÒæÍ·4	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3240	jfq02.par	·¨ÕÈ¹¥·ÀÔöÉíÌåµ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
3241	jfq03.par	·¨ÕÈ¹¥·ÀÔöÉíÌåÓ	º£ÀË	1	0	1	-1	0	0.0	0.0	-1.0
